Mass,Radius,Lambda,Label,Curve_ID
0.7645665399743404,8.547461511956415,293.3473879011062,1,Q_47_2
0.8350869968242371,8.784345659712704,217.04817443404724,1,Q_47_2
0.9087441548621163,9.01563448816683,161.65728063981837,1,Q_47_2
0.9851252529084346,9.23914373524704,121.23710969322359,1,Q_47_2
1.0638011163157963,9.45440238765509,91.5832853900439,1,Q_47_2
1.1442530618924032,9.660124933341312,69.70573175402616,1,Q_47_2
1.2258887352990449,9.855103846172101,53.47177742277512,1,Q_47_2
1.308121792834747,10.03865528439533,41.35160561240789,1,Q_47_2
1.3903082019469006,10.209664212017612,32.24731943143487,1,Q_47_2
1.4717326501914885,10.367233524881012,25.365114466213292,1,Q_47_2
1.551804857227267,10.51098726669979,20.127930178997676,1,Q_47_2
1.6298619061168729,10.640333858250703,16.116204064191063,1,Q_47_2
1.7052995140339722,10.75488134117885,13.022353164777757,1,Q_47_2
1.7775834972814524,10.85504648008011,10.62105722966827,1,Q_47_2
1.8460992248991197,10.938706194842482,8.742266951015827,1,Q_47_2
1.9105199799031953,11.008045462638679,7.264168639893276,1,Q_47_2
1.9704377040440801,11.062725870363215,6.093001466069886,1,Q_47_2
2.02555444903348,11.102381749430808,5.158251776140403,1,Q_47_2
2.075641918460093,11.128140985070027,4.40785206937355,1,Q_47_2
2.120566909284685,11.140166560028112,3.801339125942289,1,Q_47_2
2.160252180638691,11.139079952012533,3.3080793703621727,1,Q_47_2
2.194682338016493,11.125561524238408,2.9045598120284626,1,Q_47_2
2.2239243811909324,11.100587768992497,2.5727157547330086,1,Q_47_2
2.248081843934051,11.06473020980201,2.298316682044038,1,Q_47_2
2.2673041765065247,11.018822889602829,2.070347046081769,1,Q_47_2
2.281793236778292,10.963607544119338,1.8800946719512837,1,Q_47_2
2.2917652346201196,10.900205182563438,1.720867255700771,1,Q_47_2
2.2974825085876462,10.829192553391614,1.587101721094714,1,Q_47_2
0.7626543809145362,8.555654875150042,308.1497528848442,1,Q_47_5
0.8312741159705187,8.784713308753377,229.2063940809429,1,Q_47_5
0.9026727858870581,9.006978565376137,171.6526578675765,1,Q_47_5
0.9764079199988822,9.220659660937299,129.46985824432394,1,Q_47_5
1.0520566129825306,9.42548392328746,98.38142358564357,1,Q_47_5
1.1290924895928822,9.62036650748702,75.3368806626319,1,Q_47_5
1.2069189012312145,9.803795370021177,58.153719658127045,1,Q_47_5
1.284970354144172,9.975343998710711,45.26039502356511,1,Q_47_5
1.3625915265819701,10.133559932600281,35.52542682998524,1,Q_47_5
1.4391766188712427,10.278437761418424,28.12784694209914,1,Q_47_5
1.5141051592079862,10.40915805665078,22.468902557959737,1,Q_47_5
1.5867692029957572,10.525165767742694,18.110777336702572,1,Q_47_5
1.656631090282652,10.626456846889116,14.731809307567788,1,Q_47_5
1.7231619149145436,10.712663014421382,12.094105604110279,1,Q_47_5
1.7859262256788904,10.78399871602005,10.02126221795647,1,Q_47_5
1.8445339794770295,10.840381487148884,8.380953356279191,1,Q_47_5
1.8986656122367367,10.88229330517027,7.074443207312203,1,Q_47_5
1.9480881891731232,10.909895591508716,6.026664992224952,1,Q_47_5
1.9926555278077307,10.924368043176479,5.18165464443529,1,Q_47_5
2.0321711990977573,10.924681282427182,4.494710751525008,1,Q_47_5
2.066701964815008,10.913012453646946,3.933882836513862,1,Q_47_5
2.096240491004464,10.8896136857793,3.473138832241335,1,Q_47_5
2.120865342458678,10.855263803847668,3.0926630647632454,1,Q_47_5
2.1407126651153945,10.8106513164246,2.776816263407465,1,Q_47_5
2.155938638655187,10.756655158486819,2.513501962373177,1,Q_47_5
2.166763530610327,10.694483478827616,2.293289356456927,1,Q_47_5
2.1734095598528875,10.624488452771159,2.1083476166827118,1,Q_47_5
1.1735799924185768,14.091151041345368,768.2782553482791,0,H_48_7
1.2907315836183917,14.017489674857583,452.3402294421037,0,H_48_7
1.408580269336436,13.940625930699108,270.8575399991995,0,H_48_7
1.5253221490719628,13.854962016120034,165.07213537530396,0,H_48_7
1.6391049356539942,13.75740498111827,102.48963589190564,0,H_48_7
1.7480996664128456,13.640661204648824,64.89248421831016,0,H_48_7
1.8505826804172345,13.509808430164757,41.953973783262946,0,H_48_7
1.9449874654884076,13.359102357645193,27.726782525030032,0,H_48_7
2.029975293099764,13.189228735291389,18.751070724764205,0,H_48_7
2.1044770023922545,13.003555622649737,12.994306643144306,0,H_48_7
2.1677224342525405,12.802480030831235,9.234458087643716,0,H_48_7
2.219245241370731,12.587886109862662,6.736735041861086,0,H_48_7
2.258894952165916,12.361667124477412,5.047244268166596,0,H_48_7
2.2867989982985804,12.125478369373427,3.885484460064109,0,H_48_7
2.303350202234108,11.882491751249313,3.0735126878949206,0,H_48_7
1.1655936368412914,15.51526696147906,1533.010614192445,0,H_48_11
1.2748224437990303,15.318902079566689,895.2767462272654,0,H_48_11
1.3861593443304463,15.133974119811825,529.1189072795315,0,H_48_11
1.4980874935001391,14.954064558772794,316.9293623457113,0,H_48_11
1.6089421716539183,14.771800389142921,192.60762997360078,0,H_48_11
1.7170003427295626,14.590303215823642,119.1951258157141,0,H_48_11
1.8204920552571007,14.399775931642536,75.10566127304406,0,H_48_11
1.917751084938037,14.195050753201333,48.22114574001445,0,H_48_11
2.0072479621855406,13.984965270662244,31.692416627427257,0,H_48_11
2.0876623011122653,13.762272708022804,21.2968350447883,0,H_48_11
2.157949955414055,13.528329164506298,14.66735237753352,0,H_48_11
2.217378548403014,13.285886359899662,10.364908174347105,0,H_48_11
2.2655322091022203,13.031443522881176,7.516953419054616,0,H_48_11
2.3023166790602874,12.771446113293718,5.599831117795614,0,H_48_11
2.3279373012556275,12.507649871270718,4.287130195166256,0,H_48_11
2.342854985998823,12.2384988011036,3.370231793787095,0,H_48_11
1.1065217129710003,14.554302803535508,1477.588201109849,0,H_48_14
1.2374169068170588,14.374114896369719,778.2142229266518,0,H_48_14
1.3718054246620819,14.236377806353003,420.79954003383233,0,H_48_14
1.5061544911105456,14.117380042938809,235.015212488803,0,H_48_14
1.6368353282346306,14.001226733603437,135.1394923162545,0,H_48_14
1.7603722216435507,13.879499210486152,80.77004648005433,0,H_48_14
1.8736736086505186,13.744032998813498,50.13834306990023,0,H_48_14
1.9742233676049559,13.58969801423218,32.24625010817324,0,H_48_14
2.060205725633041,13.416007238270646,21.58086140926399,0,H_48_14
2.1305502030564427,13.222332119130504,14.995631152531692,0,H_48_14
2.1849052260204784,13.008801370681326,10.850370620888611,0,H_48_14
2.22355567918049,12.777306515660973,8.10353894472081,0,H_48_14
2.247303675987295,12.531868100977327,6.279826192433395,0,H_48_14
1.1981908614871206,13.901633652410963,712.2356026892897,0,H_48_19
1.3054497303811556,13.768917222233457,421.7807511115752,0,H_48_19
1.4127772658215392,13.634291263434905,253.54899188551923,0,H_48_19
1.5185263790137127,13.498445649938873,154.95434604047372,0,H_48_19
1.6210063448468408,13.350824195643195,96.40205410976449,0,H_48_19
1.7185536650793716,13.193980523540512,61.15567314903779,0,H_48_19
1.809614200255272,13.025167590591211,39.615938409662625,0,H_48_19
1.8927977950356862,12.844679201835122,26.243082799839993,0,H_48_19
1.9669504670781515,12.649271698663116,17.800652592554993,0,H_48_19
